Date,Sentiment_US,Sentiment_UK,Sentiment_Europe,Sentiment_Germany,Sentiment_Japan,Sentiment_Australia,Sentiment_Global,Sentiment_EURUSD,Sentiment_GBPUSD,Sentiment_USDJPY,Sentiment_AUDUSD,Sentiment_EURGBP,Sentiment_Crypto
2020-01-01,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-02,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-03,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-04,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-05,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-06,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-07,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-08,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-09,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-10,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-11,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-12,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-13,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-14,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-15,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-16,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-17,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-18,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-19,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-20,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-21,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-22,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-23,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-24,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-25,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-26,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-27,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-28,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
